Ano base,UF,Classe Substância,Substância Mineral,Unidade de Medida - Contido,Quantidade Produção - Minério ROM (t),Quantidade Contido,Indicação Contido,Quantidade Venda (t),Valor Venda (R$),Quantidade Transformação / Consumo / Utilização (t),Valor Transformação / Consumo / Utilização nesta mina (R$),Quantidade Transferência para Transformação / Utilização / Consumo (t),Valor Transferência para Transformação / Utilização / Consumo (R$)
2021.0,CE,Não-Metálicos,Fosfato,t,",000000",",000000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2021.0,CE,Não-Metálicos,Calcário,-,"5411838,670000",",000000000000000",,"256021,17999999999","6065785,0899999999","1833344,960000","18067122,190000","200887,180000","2092729,430000"
2021.0,CE,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"86,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,DF,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"29834,980000",",000000000000000",,"29834,98","260121,59",",000000",",000000",",000000",",000000"
2021.0,DF,Não-Metálicos,Dolomito e Magnesita,-,"2356711,740000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,DF,Não-Metálicos,Argilas,-,"308980,960000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,DF,Não-Metálicos,Areias Industriais,-,"195320,430000",",000000000000000",,"120896,75","423138,60999999999",",000000",",000000",",000000",",000000"
2021.0,DF,Não-Metálicos,Areia,-,"324072,020000",",000000000000000",,"934,79999999999995",27075,",000000",",000000",",000000",",000000"
2021.0,DF,Não-Metálicos,Calcário,-,"4908526,570000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,ES,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"1869398,850000",",000000000000000",,"1869398,8500000001","4478176,7800000003",",000000",",000000",",000000",",000000"
2021.0,ES,Não-Metálicos,Rochas Ornamentais - Outras,-,"23433,730000",",000000000000000",,"31422,73","16612618,82",",000000",",000000",",000000",",000000"
2021.0,ES,Não-Metálicos,Areias Industriais,-,"29635,120000",",000000000000000",,"29836,120000000003","269246,15000000002",",000000",",000000",",000000",",000000"
2021.0,ES,Não-Metálicos,Saibro,-,"127522,130000",",000000000000000",,"126422,13","1919472,3300000001",",000000",",000000","1260,000000","1260,000000"
2021.0,ES,Metálicos,Alumínio (Bauxita),t,"3800,000000","2010,300000000000000",Al2O3,0,0,",000000",",000000","4475,830000","208510,640000"
2021.0,ES,Não-Metálicos,Calcário,-,"2214661,249500",",000000000000000",,"2090529,2668000001","66234651,169200003",",000000",",000000","79853,330800","1145871,641300"
2021.0,ES,Gemas e Diamantes,Gemas,kg,",100000",",150000000000000",,"0,10000000000000001",780000,",000000",",000000",",000000",",000000"
2021.0,ES,Não-Metálicos,Areia,-,"2014514,610000",",000000000000000",,"1963488,1300000004","33001116,450000003","9440,030000","79047,530000","786,670000","14271,700000"
2021.0,ES,Não-Metálicos,Rochas Ornamentais,-,"2908734,280500",",000000000000000",,"2755310,1232000017","777040403,99079978",",000000",",000000","83460,039200","49736135,648700"
2021.0,ES,Não-Metálicos,Argilas,-,"592455,630000",",000000000000000",,"341289,42999999993","13268568,850000001","98268,240000","1002276,980000","142411,290000","1229012,250000"
2021.0,ES,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"6361907,430000",",000000000000000",,"436484,35999999999","5356045,54",",000000",",000000","783622,240000","3499506,820000"
2021.0,GO,Não-Metálicos,Argilas,-,"767063,510000",",000000000000000",,"479557,95999999996","4594409,0800000001","14913,000000","751513,600000","169108,640000","2658221,040000"
2021.0,GO,Não-Metálicos,Vermiculita e Perlita,t,"547263,000000","130600,000000000000000",,2800,21240,",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Dolomito e Magnesita,-,"554171,770000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Calcário,-,"13474381,113300",",000000000000000",,"234361,47","2345738,1100000003",",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Rochas Ornamentais - Outras,-,"38624,730000",",000000000000000",,"37620,650000000001","693097,15000000002",",000000",",000000",",000000",",000000"
2021.0,GO,Gemas e Diamantes,Gemas,kg,"2999,360000","437,822030000000000",,"2979,3600000000001","1779255,05",",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Rochas Ornamentais,-,"62083,900000",",000000000000000",,"48906,410000000003","44053970,759999998",",000000",",000000","10026,720000","7684330,320000"
2021.0,GO,Não-Metálicos,Bário,t,"5273937,090000","70575,700000000000000",BaSO4,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Monazita e Terras-Raras,t,",000000",",000000000000000",ETR,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Prata,kg,"1109989,000000","220,377470000000000",Ag,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Areias Industriais,-,"409866,240000",",000000000000000",,"166,24000000000001",4780,"166,240000","4780,000000","166,240000","4780,000000"
2021.0,GO,Metálicos,Ferro,t,"50000,000000","32500,000000000000000",Fe,0,0,",000000",",000000","50000,000000","3,000000"
2021.0,GO,Não-Metálicos,Areia,-,"2547856,510000",",000000000000000",,"1878621,4600000004","55736846,919999987",",000000",",000000","1800,000000","131000,000000"
2021.0,GO,Não-Metálicos,Amianto,t,"2881064,350000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Titânio,t,",000000",",000000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Ouro,kg,"40177447,070000","13048,723950000000000",Au,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Alumínio (Bauxita),t,"1665376,790000","855808,510000000000000",Al2O3,0,0,",000000",",000000","44956,760000","1981121,880000"
2021.0,GO,Metálicos,Nióbio,t,"8569122,400000","49806,909110000000000",Nb2O5,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Saibro,-,"9181,430000",",000000000000000",,7316,"191381,45000000001",",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Fosfato,t,"11159270,300000","1421828,760000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"10464536,086700",",000000000000000",,"1571847,3200000001","40251992,890000008","111156,800000","645401,420000","449064,000000","80424,140000"
2021.0,GO,Metálicos,Cobre,t,"37733278,300000","89102,810000000000000",Cu,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Manganês,t,"62792,660000","27172,000000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Estanho,kg,",000000",",000000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2021.0,GO,Metálicos,Níquel,t,"3519592,440000","47812,830000000000000",Ni,"33202,949999999997","1014238,3199999999",",000000",",000000",",000000",",000000"
2021.0,MA,Não-Metálicos,Areia,-,"1125143,650000",",000000000000000",,"1100278,8199999998","17593521,580000002","9364,000000","190070,000000",",000000",",000000"
2021.0,MA,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"4013764,030000",",000000000000000",,"1208803,3399999999","13509033,209999999","220,500000","12127,500000",",000000",",000000"
2021.0,MA,Não-Metálicos,Gipsita,-,"746407,120000",",000000000000000",,"118710,64000000001","2688611,0899999999",",000000",",000000",",000000",",000000"
2021.0,MA,Não-Metálicos,Calcário,-,"313624,400000",",000000000000000",,"213405,39999999999","9626876,2699999996",",000000",",000000",",000000",",000000"
2021.0,MA,Metálicos,Ouro,kg,"3180666,370000","4483,068500000000000",Au,0,0,",000000",",000000",",000000",",000000"
2021.0,MA,Não-Metálicos,Saibro,-,"3000,000000",",000000000000000",,3000,6150,",000000",",000000",",000000",",000000"
2021.0,MA,Não-Metálicos,Argilas,-,"795037,090000",",000000000000000",,"219036,39999999999","805268,12","69609,210000","742501,530000","528969,690000","4728366,810000"
2021.0,MA,Metálicos,Ferro,t,"52967,690000","26483,850000000000000",Fe,0,0,",000000",",000000","52967,690000","370773,830000"
2021.0,MG,Não-Metálicos,"Feldspato, Leucita e Nefelina-Sienito",-,"28331,300000",",000000000000000",,"28737,729000000003","31172781,634",",000000",",000000","274,420000","230406,100000"
2021.0,MG,Metálicos,Zircônio,t,"6067,800000",",000000000000000",ZrSiO4,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Rochas Ornamentais,-,"1009874,872000",",000000000000000",,"890366,4789999997","626349701,12200022",",000000",",000000","60944,159000","19286865,230000"
2021.0,MG,Não-Metálicos,Dolomito e Magnesita,-,"1606520,350000",",000000000000000",,"4432,4200000000001","26625,080000000002",",000000",",000000",",000000",",000000"
2021.0,MG,Energéticos,Turfa,-,"9456,000000",",000000000000000",,"304,20999999999998",34796,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Saibro,-,"173215,440000",",000000000000000",,"68003,089999999997","1268319,79",",000000",",000000","53335,000000","40001,000000"
2021.0,MG,Metálicos,Prata,kg,"1498331,000000","811,954050000000000",Ag,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Ouro,kg,"59762626,550000","34200,922400000000000",Au,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Ferro,t,"363582999,010000","177893755,380000000000000",Fe,"9342284,4199999999","938575789,01000011",",000000",",000000","152827,790000","179059,030000"
2021.0,MG,Metálicos,Berílio,t,"2000,000000",",000000000000000",BeO,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Potássio,t,"563624,250000","54596,430000000000000",K2O,"562702,59000000008","11876919,41",",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Talco e outras Cargas Minerais,-,"522357,302500",",000000000000000",,"365398,47499999998","17299035,469999999",",000000",",000000","7139,820000","362044,560000"
2021.0,MG,Metálicos,Alumínio (Bauxita),t,"2376864,830000","744140,030000000000000",Al2O3,"745586,73999999999","20308320,41","16190,150000","190234,240000","154129,950000","2796959,000000"
2021.0,MG,Gemas e Diamantes,Gemas,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Fosfato,t,"24210805,930000","2403996,860000000000000",P2O5,"1558,4200000000001","97917,800000000003",",000000",",000000","4824409,660000","167608748,640000"
2021.0,MG,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"29621472,439100",",000000000000000",,"4340465,7949999999","99387891,889999986","103158,810000","292363,270000","706199,000000","22271001,540000"
2021.0,MG,Não-Metálicos,Areia,-,"36335649,630000",",000000000000000",,"35526849,802999973","170270401,29499999","16582,500000","416881,380000","21765,303000","531079,345000"
2021.0,MG,Metálicos,Manganês,t,"347976,120000","57576,240000000000000",Mn,"53509,720000000001","15016360,52",",000000",",000000","18237,270000","6270015,970000"
2021.0,MG,Não-Metálicos,Cianita e outros minerais refratários,-,"2210,370000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Cádmio,t,",000000",",000000000000000",Cd,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Bário,t,",000000",",000000000000000",BaSO4,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Zinco,t,"2541897,670000","180387,380000000000000",Zn,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Nióbio,t,"5500927,000000","139978,633000000000000",Nb2O5,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Lítio,t,"734424,520000","7599,810000000000000",Li2O,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Gemas e Diamantes,Gemas,kg,"257494,500000","20973,743730000000000",,"775,52999999999986","37564295,740000002",",000000",",000000","20,710000","11511632,830000"
2021.0,MG,Não-Metálicos,Rochas Ornamentais - Outras,-,"68352,790000",",000000000000000",,"39224,199999999997","23986275,200000003","635,000000","30480,000000","14723,020000","21911432,160000"
2021.0,MG,Metálicos,Tântalo,t,"636023,220000","189,606970000000000",Ta2O5,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Minerais Industriais (Outros),t,"28,260000","28,260000000000000",,"28,260000000000002",28260,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Chumbo,t,"2325675,670000","10601,680000000000000",Pb,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Gemas e Diamantes,Diamante,ct,"247224,560000","2225,020000000000000",,"924,23000000000002",3423900,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Estanho,kg,"639954,020000","253410,090000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Argilas,-,"3972396,920000",",000000000000000",,"1515479,78","28556501,200000003","551943,240000","1397378,350000","1018095,130000","9339010,790000"
2021.0,MG,Não-Metálicos,Quartzo (Cristal) e outros Piezelétricos,-,"2563,807851",",000000000000000",,"14,447851","50406,986997","1750,400000","69578,949000",",000000",",000000"
2021.0,MG,Não-Metálicos,Calcário,-,"45474484,208400",",000000000000000",,"7647516,4100000001","75981720,410000011","858236,000000","8065562,070000","2752755,920000","39203575,520000"
2021.0,MG,Não-Metálicos,Enxofre,t,"1498331,000000","97222,720000000000000",S,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Caulim,-,"97882,370000",",000000000000000",,"102232,56999999999","4378813,0999999996",",000000",",000000","1173,000000","893555,960000"
2021.0,MG,Metálicos,Titânio,t,"6067,800000",",000000000000000",TiO2,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Grafita,t,"1332728,730000","86368,730000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Níquel,t,"24437,620000","400,780000000000000",Ni,"24437,619999999999","165344,53",",000000",",000000",",000000",",000000"
2021.0,MG,Metálicos,Monazita e Terras-Raras,t,",000000",",000000000000000",ETR,0,0,",000000",",000000",",000000",",000000"
2021.0,MG,Não-Metálicos,Areias Industriais,-,"1202030,640149",",000000000000000",,"390366,27114899992","41903383,882003024","15753,600000","626210,541000","3041,898000","235152,285000"
2021.0,MS,Metálicos,Ferro,t,"8411602,400000","5242918,510000000000000",Fe,0,0,",000000",",000000",",000000",",000000"
2021.0,MS,Não-Metálicos,Saibro,-,"289419,260000",",000000000000000",,"256571,13999999998","2683643,2999999998","62240,000000","361960,000000",",000000",",000000"
2021.0,MS,Não-Metálicos,Talco e outras Cargas Minerais,-,"146464,040000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,MS,Não-Metálicos,Calcário,-,"7764805,796500",",000000000000000",,"108914,0315","5168265,8249999993",",000000",",000000","295018,670000",",120000"
2021.0,MS,Não-Metálicos,Fosfato,t,"127628,000000",",010000000000000",P2O5,0,0,",000000",",000000",",000000",",000000"
2021.0,MS,Metálicos,Manganês,t,"271011,000000","105911,100000000000000",Mn,0,0,",000000",",000000",",000000",",000000"
2021.0,MS,Não-Metálicos,Argilas,-,"420836,780000",",000000000000000",,170611,"2346880,9200000004",",000000",",000000",",000000",",000000"
2021.0,MS,Não-Metálicos,Rochas Ornamentais,-,"3482,420000",",000000000000000",,"2881,6199999999999","11633127,539999999",",000000",",000000",",000000",",000000"
2021.0,MS,Não-Metálicos,Areia,-,"3083798,880000",",000000000000000",,"2588712,5700000003","44728626,770000018","2862,860000","144903,040000",",000000",",000000"
2021.0,MS,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"6809543,963500",",000000000000000",,"650268,20849999995","14566289,595000001","93719,330000","572390,100000","12350,000000",",040000"
2021.0,MT,Metálicos,Manganês,t,"34939,420000","20975,200000000000000",Mn,"3539,4200000000001","898784,05000000005",",000000",",000000","35338,500000","6360930,000000"
2021.0,MT,Metálicos,Estanho,kg,"1292700,000000","848892,440000000000000",Sn,0,0,",000000",",000000",",000000",",000000"
2021.0,MT,Metálicos,Ouro,kg,"27994950,560000","16317,526010000000000",Au,0,0,",000000",",000000","109,140000","15202,200000"
2021.0,MT,Não-Metálicos,Rochas (Britadas) e Cascalho,-,"7288935,656130",",000000000000000",,"1239262,2200000002","22372026,189999998","422659,620000","3696195,850000","30580,000000","76012,000000"
2021.0,MT,Não-Metálicos,Calcário,-,"19619593,993870",",000000000000000",,"699394,55999999994","57399731,049999997",",000000",",000000","1966411,150000","37068550,310000"
2021.0,MT,Não-Metálicos,Talco e outras Cargas Minerais,-,"87636,090000",",000000000000000",,0,0,",000000",",000000","87636,090000","27138,600000"
2021.0,MT,Não-Metálicos,Rochas Ornamentais,-,"30,000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,MT,Não-Metálicos,Areia,-,"2376002,610000",",000000000000000",,"2281804,7900000005","68253065,560000017","70,000000","70,000000","19236,780000","466421,060000"
2021.0,MT,Não-Metálicos,Dolomito e Magnesita,-,"963231,360000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,MT,Não-Metálicos,Areias Industriais,-,"20331,180000",",000000000000000",,"19074,32","1563336,3900000001",",000000",",000000",",000000",",000000"
2021.0,MT,Não-Metálicos,Argilas,-,"4902345,850000",",000000000000000",,"3613433,4399999999","2684101,4399999999","500166,200000","640331,380000","48789,600000","607930,440000"
2021.0,MT,Gemas e Diamantes,Diamante,ct,"36106,850000","4287,030000000000000",,0,0,",000000",",000000",",000000",",000000"
2021.0,PA,Metálicos,Alumínio (Bauxita),t,"41405418,090000","18984589,420000000000000",Al2O3,0,0,",000000",",000000",",000000",",000000"
2021.0,PA,Não-Metálicos,Gipsita,-,",000000",",000000000000000",,0,0,",000000",",000000",",000000",",000000"
